id_poliza,fecha_emision,tipo_seguro,prima_anual,estado_poliza,region,nombre_cliente
e659df06-bf87-4bc9-9dc1-a68d898e3a8a,2025-07-11,Vida,606.6,Activa,Sur,Camila Reyes
0a259b4a-c026-4052-99ba-d7f8dff7348d,2023-10-04,Vida,531.8,Activa,Este,Camila Reyes
14ad789f-8223-4f85-a05b-6e40332580b8,2020-10-13,Hogar,316.9,Activa,Norte,Camila Reyes
ac04eecd-aab2-4a95-a1bf-2f4cf99234fa,2021-09-17,Vida,647.92,Cancelada,Sur,Camila Reyes
7e32f1e0-a921-4400-bb64-d45535091e46,2025-07-01,Salud,611.68,Activa,Norte,Andrés Silva
ef8adf46-91d4-46a7-a38e-d1b8d9163d7a,2021-04-08,Auto,442.18,Vencida,Centro,Diego Vargas
8a2e89d7-7019-4f06-8c9e-067e88f7bcf2,2024-03-15,Auto,453.72,Activa,Norte,Carlos López
8749ad86-ecb5-4291-b43e-4861524b8078,2021-05-06,Auto,340.07,Vencida,Centro,Javier Molina
b3831fd3-ad98-4366-907d-56044c38f41a,2022-03-23,Auto,445.23,Activa,Sur,Sofía Torres
aaa9f92f-ae78-47f6-bc15-13869cbe4d90,2024-11-30,Hogar,389.39,Activa,Norte,Andrés Silva
7a116966-21f5-4e8f-a524-0932efb54b12,2020-02-27,Auto,381.79,Activa,Norte,Pedro Gómez
ec364e1d-e913-4bf1-815c-6b930a3060aa,2021-09-18,Auto,408.45,Activa,Este,Andrés Silva
7b1da509-fb83-4832-aa26-8267038ed5b2,2022-09-20,Vida,522.14,Cancelada,Este,Carlos López
